w0,w1,w2,w3,w4
0.27766407765529844,1.0721625866976223,-0.8416044230130512,-0.9648335778692326,-0.24734276645322867
0.2886624752886964,1.0743411761442587,-0.8394491556199097,-0.9626701114627062,-0.2451813622730032
0.2987615696069589,1.0763202143105384,-0.8374625888469869,-0.9606854382945258,-0.24319482503440484
0.30754545845323467,1.078048070410219,-0.8357363797478244,-0.9589576078829134,-0.24145872978104488
0.3153538589185951,1.0795825766146008,-0.8342004322846666,-0.9574143134239914,-0.239922777829814
0.3223425923882526,1.08095729189605,-0.8328191412396627,-0.9560395941255928,-0.2385525348876689
0.32823093984672586,1.0821210967041135,-0.8316608734473678,-0.9548850978809011,-0.23739043739367327
0.3335910812771184,1.0831754636932822,-0.8306099396843645,-0.9538272447281024,-0.23633702254575292
0.3383857711534314,1.0841155324469864,-0.8296636814805061,-0.9528849566238664,-0.23539473978929673
0.34240714956362905,1.0849091734143133,-0.8288733702953592,-0.9520946499239825,-0.2346062068834656
0.3461197339513435,1.085638798102199,-0.8281437497483214,-0.9513666669647155,-0.23387824486205117
0.34947547145364977,1.0862982888440795,-0.8274857391922421,-0.9507086753339803,-0.2332166317108984
0.35251537841038244,1.0868943696953544,-0.8268896754851227,-0.9501093309515687,-0.23261475380619884
0.3551701124947545,1.0874149088639111,-0.8263662713208138,-0.9495837142761313,-0.2320917370113423
0.35732020392304287,1.087838818291916,-0.8259405699614664,-0.9491601185818992,-0.2316720185209652
0.35906666137142074,1.0881846032664688,-0.8255964953581452,-0.9488191933197933,-0.23133134824996207
0.360709762776477,1.088508315398526,-0.8252757461880432,-0.9484986840503197,-0.2310077040666735
0.3625609676897034,1.0888696883714775,-0.824914643499823,-0.9481340494024536,-0.23064102865582112
0.36432590977073454,1.0892139643214058,-0.8245670001732401,-0.9477844604087831,-0.2302913159700488
0.3656459989701196,1.0894739842991676,-0.8243055249329315,-0.947522892652913,-0.23003175505326295
0.36660260095890257,1.089663462203398,-0.824115979987345,-0.9473348019622813,-0.229844579454738
0.3673440152420615,1.0898103689959893,-0.8239702003149225,-0.9471897315319117,-0.22969899384899056
0.3681459827560205,1.0899680548730135,-0.8238132816055919,-0.9470322555714918,-0.22954069254304085
0.36905438412369423,1.090145799192688,-0.8236349060787393,-0.9468529451626208,-0.22936165593454785
0.36980708208624136,1.0902936004845047,-0.8234863301471923,-0.9467045961010387,-0.22921370608204045
0.3702759106719936,1.0903861431076152,-0.8233939288332525,-0.9466124434401249,-0.22912164309011704
0.3707394107848595,1.090477494234107,-0.8233028235337196,-0.9465214267904496,-0.2290306510520714
0.37121732284911274,1.0905714323380156,-0.8232089768361237,-0.9464276054697507,-0.22893645242793836
0.3717009009601,1.0906663916666044,-0.8231140431852969,-0.946332290042242,-0.22884107518929744
0.37218120481075073,1.0907606825309186,-0.8230193731292734,-0.9462375585936038,-0.22874650362079404
0.37255305627636537,1.0908339761325303,-0.8229460319974707,-0.946164341241076,-0.2286733706101092
0.3727199247588752,1.0908668879925099,-0.8229131756834865,-0.9461315227755251,-0.22864045318248052
0.3728521922401574,1.0908929313880602,-0.8228871622883106,-0.9461054309385453,-0.2286145105313478
0.37314753843372767,1.09095101790466,-0.822828900615369,-0.9460475023896012,-0.22855676891426607
0.3732358684231442,1.0909684423816512,-0.8228115757666776,-0.9460302334471304,-0.22853930035458295
0.3735249897474188,1.0910251499985044,-0.8227550511418141,-0.945973055436105,-0.22848214313632287
0.3740159024112412,1.0911211258115403,-0.8226579659137526,-0.9458760055130558,-0.2283854473223589
0.3739150995697734,1.0911011905611907,-0.8226778939146548,-0.9458958608020387,-0.22840530611669832
